Fiscal Year,Source File Date,Source File,Facility Name,City,State,AOR,Type Detailed,Avg Length of Stay (days),Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,Total Detained Population,Last Inspection Type,Last Inspection End Date,Last Inspection Standard,Last Final Rating
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,CLINTON COUNTY JAIL,PLATTSBURGH,NY,BUF,USMS IGA,7,1,1,1,0,3,ODO,2024-06-06,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,CLINTON COUNTY JAIL,PLATTSBURGH,NY,BUF,USMS IGA,6,1,1,1,0,3,ODO,2024-06-06,NDS 2019,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,CLINTON COUNTY JAIL,PLATTSBURGH,NY,BUF,USMS IGA,6,1,1,1,0,3,ODO,2024-06-06,NDS 2019,Pass
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Clinton County Jail,Plattsburgh,NY,BUF,USMS IGA,6,0,0,0,0,0,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Clinton County Jail,Plattsburgh,NY,BUF,USMS IGA,5,0,1,1,0,2,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Clinton County Jail,Plattsburgh,NY,BUF,USMS IGA,6,0,1,1,0,2,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Clinton County Jail,Plattsburgh,NY,BUF,USMS IGA,6,0,1,1,0,2,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Clinton County Jail,Plattsburgh,NY,BUF,USMS IGA,4,0,1,0,0,1,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,ORANGE COUNTY JAIL,GOSHEN,NY,NYC,IGSA,78,42,24,0,0,66,ODO,2023-11-30,NDS 2019,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,ORANGE COUNTY JAIL,GOSHEN,NY,NYC,IGSA,79,43,24,0,0,67,ODO,2023-11-30,NDS 2019,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,ORANGE COUNTY JAIL,GOSHEN,NY,NYC,IGSA,76,43,25,0,0,68,ODO,2023-11-30,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,ORANGE COUNTY JAIL,GOSHEN,NY,NYC,IGSA,75,43,25,0,0,68,ODO,2024-05-23,NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,ORANGE COUNTY JAIL,GOSHEN,NY,NYC,IGSA,86,47,19,0,0,66,,,,
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,ORANGE COUNTY JAIL (NY),GOSHEN,NY,NYC,IGSA,74,43,25,0,0,68,ODO,2023-11-30,NDS 2019,Pass
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Orange County Jail,Goshen,NY,NYC,IGSA,88,43,19,0,0,62,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Orange County Jail,Goshen,NY,NYC,IGSA,78,43,20,0,0,63,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Orange County Jail,Goshen,NY,NYC,IGSA,74,43,22,0,0,65,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Orange County Jail,Goshen,NY,NYC,IGSA,75,42,24,0,0,66,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Orange County Jail,Goshen,NY,NYC,IGSA,99,44,19,0,0,63,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,GEAUGA COUNTY JAIL,CHARDON,OH,DET,USMS IGA,57,19,26,1,7,53,ODO,2024-02-01,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,GEAUGA COUNTY JAIL,CHARDON,OH,DET,USMS IGA,56,23,23,1,6,53,ODO,2024-07-18,NDS 2019,pending Final Report
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,GEAUGA COUNTY JAIL,CHARDON,OH,DET,USMS IGA,57,23,23,1,6,53,ODO,2024-02-01,NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,GEAUGA COUNTY JAIL,CHARDON,OH,DET,USMS IGA,48,17,35,0,4,56,ODO,,,
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,GEAUGA COUNTY JAIL (GEAUGOH),CHARDON,OH,DET,USMS IGA,56,20,25,1,6,52,ODO,2024-02-01,NDS 2019,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,GEAUGA COUNTY JAIL (GEAUGOH),CHARDON,OH,DET,USMS IGA,57,21,24,1,6,52,ODO,2024-02-01,NDS 2019,Pass
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Geauga County Jail,Chardon,OH,DET,USMS IGA,63,17,32,1,4,54,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Geauga County Jail,Chardon,OH,DET,USMS IGA,64,17,29,1,5,52,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Geauga County Jail,Chardon,OH,DET,USMS IGA,66,17,27,1,5,50,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Geauga County Jail,Chardon,OH,DET,USMS IGA,61,18,26,1,6,51,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Geauga County Jail,Chardon,OH,DET,USMS IGA,62,18,34,1,5,58,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,SENECA COUNTY JAIL,TIFFIN,OH,DET,IGSA,39,40,19,1,7,67,ODO,2023-10-26,NDS 2019,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,SENECA COUNTY JAIL,TIFFIN,OH,DET,IGSA,39,41,18,1,7,67,ODO,2023-10-26,NDS 2019,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,SENECA COUNTY JAIL,TIFFIN,OH,DET,IGSA,40,42,16,1,6,65,ODO,2023-10-26,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,SENECA COUNTY JAIL,TIFFIN,OH,DET,IGSA,43,44,15,1,6,66,ODO,2024-05-02,NDS 2019,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,SENECA COUNTY JAIL,TIFFIN,OH,DET,IGSA,43,45,15,1,5,66,ODO,2023-10-26,NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,SENECA COUNTY JAIL,TIFFIN,OH,DET,IGSA,54,35,19,1,3,58,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Seneca County Jail,Tiffin,OH,DET,IGSA,50,35,19,1,6,61,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Seneca County Jail,Tiffin,OH,DET,IGSA,43,36,19,1,7,63,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Seneca County Jail,Tiffin,OH,DET,IGSA,41,37,19,1,7,64,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Seneca County Jail,Tiffin,OH,DET,IGSA,39,39,19,1,7,66,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Seneca County Jail,Tiffin,OH,DET,IGSA,49,38,20,1,5,64,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,KAY CO JUSTICE FACILITY,NEWKIRK,OK,CHI,IGSA,40,46,38,1,4,89,ODO,2024-03-07,NDS 2019,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,KAY CO JUSTICE FACILITY,NEWKIRK,OK,CHI,IGSA,40,45,36,1,6,88,ODO,2024-03-07,NDS 2019,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,KAY CO JUSTICE FACILITY,NEWKIRK,OK,CHI,IGSA,39,47,34,1,6,88,ODO,2024-03-07,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,KAY CO JUSTICE FACILITY,NEWKIRK,OK,CHI,IGSA,39,46,34,1,6,87,ODO,2024-08-08,NDS 2019,Pending Final Report
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,KAY CO JUSTICE FACILITY,NEWKIRK,OK,CHI,IGSA,39,46,35,1,5,87,ODO,2024-03-07,NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,KAY CO JUSTICE FACILITY,NEWKIRK,OK,CHI,IGSA,32,37,57,0,0,94,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Kay Co Justice Facility,Newkirk,OK,CHI,IGSA,37,43,51,0,0,94,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Kay Co Justice Facility,Newkirk,OK,CHI,IGSA,43,44,48,0,0,92,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Kay Co Justice Facility,Newkirk,OK,CHI,IGSA,41,46,44,0,0,90,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Kay Co Justice Facility,Newkirk,OK,CHI,IGSA,41,47,41,0,2,90,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Kay Co Justice Facility,Newkirk,OK,CHI,IGSA,37,41,53,0,0,94,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,2,3,1,0,0,4,ODO,2023-06-29,NDS 2019,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,2,3,1,0,0,4,ODO,2023-06-29,NDS 2019,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,2,3,1,0,0,4,ODO,2023-06-29,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,2,3,1,0,0,4,ODO,2023-06-29,NDS 2019,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,2,3,1,0,0,4,ODO,2023-06-29,NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,2,2,1,0,0,3,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Tulsa County Jail (David L. Moss Justice CTR),Tulsa,OK,DAL,IGSA,2,2,1,0,0,3,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Tulsa County Jail (David L. Moss Justice Ctr),Tulsa,OK,DAL,IGSA,2,2,1,0,0,3,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Tulsa County Jail (David L. Moss Justice Ctr),Tulsa,OK,DAL,IGSA,2,3,1,0,0,4,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Tulsa County Jail (David L. Moss Justice Ctr),Tulsa,OK,DAL,IGSA,2,3,1,0,0,4,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Tulsa County Jail (david L. Moss Justice Ctr),Tulsa,OK,DAL,IGSA,2,2,1,0,0,3,ODO,,,
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,CLINTON COUNTY CORR. FAC.,MCELHATTAN,PA,PHI,USMS IGA,61,55,2,0,1,58,ODO,2024-01-25,NDS 2019,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,CLINTON COUNTY CORR. FAC.,MCELHATTAN,PA,PHI,USMS IGA,61,55,2,0,1,58,ODO,2024-01-25,NDS 2019,Pass
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,63,54,2,0,1,57,ODO,2024-01-25,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,62,56,2,0,1,59,ODO,2024-07-18,NDS 2019,Pending Final Report
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,62,57,3,0,1,61,ODO,2024-01-25,NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,LOCK HAVEN,PA,PHI,USMS IGA,64,59,4,0,1,64,,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Clinton County Correctional Facility,Lock Haven,PA,PHI,USMS IGA,62,58,3,0,1,62,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Clinton County Correctional Facility,Mcelhattan,PA,PHI,USMS IGA,57,56,3,0,1,60,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Clinton County Correctional Facility,Mcelhattan,PA,PHI,USMS IGA,55,55,3,0,1,59,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Clinton County Correctional Facility,Mcelhattan,PA,PHI,USMS IGA,57,54,3,0,1,58,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Clinton County Correctional Facility,Lock Haven,PA,PHI,USMS IGA,69,58,4,0,1,63,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,75,637,544,28,21,1230,ODO,2024-03-07,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,77,645,538,28,21,1232,ODO,2024-03-07,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,78,679,506,30,19,1234,ODO,2024-03-07,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,79,689,503,30,19,1241,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pending Final Report
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,81,691,502,29,19,1241,ODO,2024-03-07,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,67,581,542,22,26,1171,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Moshannon Valley Processing Center,Philipsburg,PA,PHI,DIGSA,73,603,540,22,24,1189,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Moshannon Valley Processing Center,Philipsburg,PA,PHI,DIGSA,75,614,549,24,23,1210,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Moshannon Valley Processing Center,Philipsburg,PA,PHI,DIGSA,75,623,550,25,22,1220,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Moshannon Valley Processing Center,Philipsburg,PA,PHI,DIGSA,75,627,548,27,22,1224,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Moshannon Valley Processing Center,Philipsburg,PA,PHI,DIGSA,74,595,542,22,25,1184,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,PIKE COUNTY CORRECTIONAL FACILITY,LORDS VALLEY,PA,PHI,IGSA,30,63,60,0,0,123,ODO,2024-02-29,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,PIKE COUNTY CORRECTIONAL FACILITY,LORDS VALLEY,PA,PHI,IGSA,15,79,44,0,0,123,ODO,,,
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,31,62,61,0,0,123,ODO,2024-02-29,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,31,61,61,0,0,122,ODO,2024-02-29,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,31,60,66,0,0,126,ODO,2024-02-29,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,31,59,68,0,0,127,ODO,2024-02-29,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Pike County Correctional Facility,Lords Valley,PA,PHI,IGSA,24,73,49,0,0,122,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Pike County Correctional Facility,Lords Valley,PA,PHI,IGSA,28,69,53,0,0,122,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Pike County Correctional Facility,Lords Valley,PA,PHI,IGSA,30,67,55,0,0,122,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Pike County Correctional Facility,Lords Valley,PA,PHI,IGSA,29,66,57,0,0,123,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Pike County Correctional Facility,Lords Valley,PA,PHI,IGSA,20,81,43,0,0,124,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,GUAYNABO MDC (SAN JUAN),SAN JUAN,PR,MIA,BOP,8,5,1,0,0,6,,,,
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,GUAYNABO MDC (SAN JUAN),SAN JUAN,PR,MIA,BOP,8,5,1,0,0,6,,,,
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,GUAYNABO MDC (SAN JUAN),SAN JUAN,PR,MIA,BOP,8,4,1,0,0,5,,,,
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,GUAYNABO MDC (SAN JUAN),SAN JUAN,PR,MIA,BOP,8,5,1,0,0,6,ORSA,2024-03-27,ORSA NDS 2019,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,GUAYNABO MDC (SAN JUAN),SAN JUAN,PR,MIA,BOP,8,5,1,0,0,6,,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Guaynabo MDC (San Juan),San Juan,PR,MIA,BOP,8,5,1,0,0,6,,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Guaynabo MDC (San Juan),San Juan,PR,MIA,BOP,8,4,1,0,0,5,,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Guaynabo Mdc (San Juan),San Juan,PR,MIA,BOP,9,5,1,0,0,6,*,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Guaynabo Mdc (San Juan),San Juan,PR,MIA,BOP,8,5,1,0,0,6,,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Guaynabo Mdc (san Juan),San Juan,PR,MIA,BOP,9,4,1,0,0,5,*,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,2,0,2,0,0,2,,,,
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,2,0,3,0,0,3,,,,
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,2,0,3,0,0,3,,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,San Juan Staging,Guaynabo,PR,MIA,STAGING,2,0,3,0,1,4,,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,San Juan Staging,Guaynabo,PR,MIA,STAGING,2,0,2,0,1,3,,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,San Juan Staging,Guaynabo,PR,MIA,STAGING,2,0,2,0,0,2,,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,San Juan Staging,Guaynabo,PR,MIA,STAGING,2,0,3,0,1,4,*,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,40,12,48,0,0,60,ODO,2024-03-28,NDS 2019,Pending Final Report
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,42,12,48,0,0,60,ODO,2024-03-28,NDS 2019,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,45,14,46,0,0,60,ODO,2024-03-28,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,45,13,46,0,0,59,ODO,2024-03-28,NDS 2019,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,44,13,47,0,0,60,ODO,2024-03-28,NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,36,18,48,0,0,66,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Wyatt Detention Center,Central Falls,RI,BOS,USMS IGA,43,16,43,0,0,59,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Wyatt Detention Center,Central Falls,RI,BOS,USMS IGA,43,14,46,0,0,60,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Wyatt Detention Center,Central Falls,RI,BOS,USMS IGA,43,13,47,0,0,60,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Wyatt Detention Center,Central Falls,RI,BOS,USMS IGA,41,13,47,0,0,60,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Wyatt Detention Center,Central Falls,RI,BOS,USMS IGA,41,19,45,0,0,64,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,1,1,0,0,2,ODO,2023-02-09,NDS 2000,Fail
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,1,1,0,0,2,ODO,2023-02-09,NDS 2000,Fail
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,1,1,0,0,2,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Lexington County Jail,Lexington,SC,ATL,USMS IGA,2,1,0,0,0,1,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,2,1,0,0,3,ORSA,2023-01-23,ORSA NDS 2019,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,2,1,0,0,3,ORSA,2023-01-23,ORSA NDS 2019,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,2,1,0,0,3,ORSA,2023-01-23,ORSA NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,2,1,0,0,3,ORSA,2023-01-23,ORSA NDS 2019,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,2,1,0,0,3,ORSA,2023-01-23,ORSA NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,1,1,0,0,2,ORSA,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Knox County Detention Facility,Knoxville,TN,NOL,USMS IGA,2,1,1,0,0,2,ORSA,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Knox County Detention Facility,Knoxville,TN,NOL,USMS IGA,2,2,1,0,0,3,ORSA,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Knox County Detention Facility,Knoxville,TN,NOL,USMS IGA,2,2,1,0,0,3,ORSA,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Knox County Detention Facility,Knoxville,TN,NOL,USMS IGA,2,2,1,0,0,3,ORSA,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,49,180,357,4,77,618,ODO,2023-12-14,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,49,188,349,4,81,622,ODO,2023-12-14,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,49,207,340,4,82,633,ODO,2023-12-14,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,50,222,342,4,81,649,ODO,2024-06-13,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,51,227,344,4,80,655,ODO,2023-12-14,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,49,103,503,3,45,654,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Bluebonnet Detention Facility,Anson,TX,DAL,DIGSA,51,125,409,3,47,584,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Bluebonnet Detention Facility,Anson,TX,DAL,DIGSA,50,145,377,2,66,590,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Bluebonnet Detention Facility,Anson,TX,DAL,DIGSA,49,152,369,3,76,600,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Bluebonnet Detention Facility,Anson,TX,DAL,DIGSA,48,164,362,3,80,609,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Bluebonnet Detention Facility,Anson,TX,DAL,DIGSA,51,111,450,3,50,614,ODO,,,
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,COASTAL BEND DET. FACILITY,ROBSTOWN,TX,HLG,USMS IGA,2,2,2,0,1,5,ODO,2024-02-08,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,2,1,2,0,1,4,ODO,2024-02-08,NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,3,3,4,0,1,8,ODO,,,
