Fiscal Year,Source File Date,Source File,Sheet Used,Release Reason,Criminality,Month,Count,IsSheetTotal,Level,ParentReason
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Total,Aug,757,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Convicted Criminal,Aug,209,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Pending Criminal Charges,Aug,294,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Other Immigration Violator,Aug,254,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Total,Aug,1270,False,Reason Total,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Convicted Criminal,Aug,132,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Pending Criminal Charges,Aug,272,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Other Immigration Violator,Aug,866,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Total,Aug,657,False,Reason Total,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Convicted Criminal,Aug,237,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Pending Criminal Charges,Aug,136,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Other Immigration Violator,Aug,284,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Total,Aug,4977,False,Reason Total,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Convicted Criminal,Aug,53,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Pending Criminal Charges,Aug,92,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Other Immigration Violator,Aug,4832,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Total,Aug,79,False,Reason Total,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Convicted Criminal,Aug,28,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Pending Criminal Charges,Aug,27,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Other Immigration Violator,Aug,24,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Total,Aug,14856,False,Reason Total,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Convicted Criminal,Aug,5020,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Pending Criminal Charges,Aug,1698,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Other Immigration Violator,Aug,8138,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Total,Aug,116,False,Reason Total,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Convicted Criminal,Aug,52,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Pending Criminal Charges,Aug,13,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Other Immigration Violator,Aug,51,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Total,Aug,569,False,Reason Total,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Convicted Criminal,Aug,370,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Aug,151,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Aug,48,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Total,Aug,80,False,Reason Total,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Convicted Criminal,Aug,15,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Pending Criminal Charges,Aug,8,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Other Immigration Violator,Aug,57,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Total,Aug,2,False,Reason Total,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Convicted Criminal,Aug,1,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Pending Criminal Charges,Aug,0,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Other Immigration Violator,Aug,1,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Total,None,Sep,4683,False,Criminality Detail,Total
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Total,Sep,195,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Convicted Criminal,Sep,49,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Pending Criminal Charges,Sep,57,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Other Immigration Violator,Sep,89,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Total,Sep,62,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Convicted Criminal,Sep,8,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Pending Criminal Charges,Sep,12,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Other Immigration Violator,Sep,42,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Total,Sep,133,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Convicted Criminal,Sep,41,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Pending Criminal Charges,Sep,45,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Other Immigration Violator,Sep,47,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Total,Sep,275,False,Reason Total,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Convicted Criminal,Sep,34,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Pending Criminal Charges,Sep,59,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Other Immigration Violator,Sep,182,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Total,Sep,97,False,Reason Total,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Convicted Criminal,Sep,39,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Pending Criminal Charges,Sep,24,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Other Immigration Violator,Sep,34,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Total,Sep,972,False,Reason Total,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Convicted Criminal,Sep,7,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Pending Criminal Charges,Sep,12,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Other Immigration Violator,Sep,953,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Total,Sep,14,False,Reason Total,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Convicted Criminal,Sep,4,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Pending Criminal Charges,Sep,10,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Other Immigration Violator,Sep,0,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Total,Sep,2884,False,Reason Total,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Convicted Criminal,Sep,1038,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Pending Criminal Charges,Sep,375,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Other Immigration Violator,Sep,1471,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Total,Sep,26,False,Reason Total,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Convicted Criminal,Sep,8,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Pending Criminal Charges,Sep,3,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Other Immigration Violator,Sep,15,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Total,Sep,85,False,Reason Total,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Convicted Criminal,Sep,59,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Sep,17,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Sep,9,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Total,Sep,134,False,Reason Total,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Convicted Criminal,Sep,40,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Pending Criminal Charges,Sep,27,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Other Immigration Violator,Sep,67,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Total,Sep,1,False,Reason Total,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Convicted Criminal,Sep,0,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Pending Criminal Charges,Sep,1,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Other Immigration Violator,Sep,0,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Total,None,Total,252536,True,Criminality Detail,Total
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Total,Total,10688,True,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Convicted Criminal,Total,2336,True,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Pending Criminal Charges,Total,2829,True,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Other Immigration Violator,Total,5523,True,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Total,Total,2978,True,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Convicted Criminal,Total,367,True,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Pending Criminal Charges,Total,486,True,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Other Immigration Violator,Total,2125,True,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Total,Total,7710,True,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Convicted Criminal,Total,1969,True,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Pending Criminal Charges,Total,2343,True,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Other Immigration Violator,Total,3398,True,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Total,Total,25473,True,Reason Total,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Convicted Criminal,Total,2023,True,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Pending Criminal Charges,Total,3020,True,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Other Immigration Violator,Total,20430,True,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Total,Total,7558,True,Reason Total,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Convicted Criminal,Total,2090,True,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Pending Criminal Charges,Total,898,True,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Other Immigration Violator,Total,4570,True,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Total,Total,57492,True,Reason Total,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Convicted Criminal,Total,605,True,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Pending Criminal Charges,Total,770,True,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Other Immigration Violator,Total,56117,True,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Total,Total,1172,True,Reason Total,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Convicted Criminal,Total,291,True,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Pending Criminal Charges,Total,147,True,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Other Immigration Violator,Total,734,True,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Total,Total,142752,True,Reason Total,Release to Remove
